Rule Name,Enabled,Building Block,Type,ID,Override ID,Owner,Tests,Notes,RESP: Forwarding Destinations,RESP: Add to Reference Set,RESP: Add to Reference Set Property,RESP: Dispatch New Event Name,RESP: Dispatch New Event Create Offense,RESP: Dispatch New Event Offense Naming,RESP: Dispatch New Event Offense Index,RESP: Email,RESP: Email Event Template,RESP: Email Flow Template,RESP: Send to Local Syslog,RESP: Message Notification,ACT: Drop Detected Event,ACT: Create Offense,ACT: Create Offense Index,ACT: Alter Sev-Cred-Rel,UsingBB,LogSource,NotLogSource,EventCategory,NotEventCategory,EventIDDetails,EventQIDDetails,NotEventQIDDetails,IPProtocol,NotIPProtocol,EventMatches,NotEventMatches,FlowType,NotFlowType,FlowDuration,NotFlowDuration,FlowContext,NotFlowContext,EventPayload,ErrorCode,NotErrorCode,Application,NotApplication,EventSeverity,NotEventSeverity,EventCredibility,NotEventCredibility,EventRelevance,NotEventRelevance,ObjectName,NotObjectName,EventType,NotEventType,EventContext,NotEventContext,EventAdditionalCondition,NotEventAdditionalCondition,SourceBytePacketRatio,NotSourceBytePacketRatio,DestinationBytePacketRatio,NotDestinationBytePacketRatio,DestinationBytes,NotDestinationBytes,SourceBytes,NotSourceBytes,SourceOrDestinationIP,NotSourceOrDestinationIP,SourceIP,NotSourceIP,LocalNetwork,NotLocalNetwork,DestinationIP,NotDestinationIP,SourceOrDestinationPort,NotSourceOrDestinationPort,SourcePort,NotSourcePort,DestinationPort,NotDestinationPort,DestinationPackets,NotDestinationPackets,SourcePackets,NotSourcePackets,Source,NotSource,SourceTCPFlag,NotSourceTCPFlag,Destination,NotDestination,NumberOfLocalhost,NotNumberOfLocalhost,IdentityMAC,NotIdentityMAC,Username,NotUsername,AttackContext,NotAttackContext,FlowBias,NotFlowBias,EventAtLeastSeen,NotEventAtLeastSeen,ICMPType,NotICMPType,Context,NotContext,FlowOrEvent,NotFlowOrEvent,FlowOrEventOccurAfter,NotFlowOrEventOccurAfter,FlowOrEventOccurBefore,NotFlowOrEventOccurBefore,EventIdentityTrue,NotEventIdentityTrue,SourceDestinationPacketRatio,NotSourceDestinationPacketRatio,UsingBB_Tests,Check Usage,Used by Building Blocks,Used by Use Cases,Rule Name Contains UBA,Used BB or Use Cases Contains UBA,Not Used Tests,EventID
Generated CRE Rule For AD Rule UBA : User Has Gone Dormant (no activity anomaly rule),TRUE,FALSE,EVENT,104522,104522,admin,and when the event QID is one of the following %1%,This rule is a generated Event Rule for AD Rule 'ANOMALY',,,,,FALSE,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,%1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Used,,,,,and when the event QID is one of the following %1%,
Hooking,FALSE,FALSE,EVENT,101499,101499,ST-Admin,and when an event matches any of the following BB:Hanzo: SEPM RootKits,,,,,Hooking,TRUE,Contribute,0,,,,FALSE,FALSE,FALSE,TRUE,0,"setSeverity 5
setCredibility 5
setRelevance 5",BB:Hanzo: SEPM RootKits,,,,,,,,,,BB:Hanzo: SEPM RootKits,,,,,,,,,,,,,,,,,,,,,BB:Hanzo: SEPM RootKits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Used,,,,,and when an event matches any of the following BB:Hanzo: SEPM RootKits,
Host Port Scan Detected by Remote Host,TRUE,FALSE,COMMON,100098,100098,admin,"and NOT when a flow or an event matches any of the following BB:HostDefinition: Servers
and when the context is Remote to Local, Remote to Remote
and when any of these BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times, across more than 50 destination port within 3 minutes",Reports when more than 50 ports were scanned from a single source IP address more than 5 times within 3 minutes.,,,,Host Port Scan Detected by Remote Host,FALSE,,,,,,FALSE,FALSE,FALSE,FALSE,,,"BB:HostDefinition: Servers
BB:CategoryDefinition: Recon Events
BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times",,,,,,,,,,,,,BB:HostDefinition: Servers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Remote to Local
Remote to Remote",,,BB:HostDefinition: Servers,,,,,,,,,,Used,BB:ReconDetected: Basic Recon Rules,,,,,
IBHP: Anomaly Client traffic,FALSE,FALSE,ANOMALY,111650,111650,admin,and when the average value (per interval) of Source Bytes (Sum) over the last 1 min is at least 20% different from the average value (per interval) of the same property over the last 2 hours,To detect anomaly high network traffic from the client,,,,Event: IBHP: Anomaly Client traffic,TRUE,Contribute,2,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Used,,,,,and when the average value (per interval) of Source Bytes (Sum) over the last 1 min is at least 20% different from the average value (per interval) of the same property over the last 2 hours,
IBHP: Anomaly Clients traffic,FALSE,FALSE,ANOMALY,111648,111648,admin,"and when the average value (per interval) of Source Bytes (Sum) over the last 10 mins is at least 20% different from the average value (per interval) of the same property over the last 2 hours
and when the tested interval value is greater than or equal to 1000",Detected anomaly high M Client traffic ,,,,Event: IBHP: Anomaly Clients traffic,TRUE,Contribute,2,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the average value (per interval) of Source Bytes (Sum) over the last 10 mins is at least 20% different from the average value (per interval) of the same property over the last 2 hours
and when the tested interval value is greater than or equal to 1000",
IBHP: Anomaly Server traffic,FALSE,FALSE,ANOMALY,111652,111652,admin,"and when the average value (per interval) of Source Bytes (Sum) over the last 10 mins is at least 20% different from the average value (per interval) of the same property over the last 2 hours
and when the tested interval value is greater than or equal to 2000",To detect amonaly high server traffic,,,,Event: IBHP: Anomaly Server traffic,TRUE,Contribute,2,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the average value (per interval) of Source Bytes (Sum) over the last 10 mins is at least 20% different from the average value (per interval) of the same property over the last 2 hours
and when the tested interval value is greater than or equal to 2000",
Increase Magnitude of High Rate Scans,TRUE,FALSE,EVENT,100233,100233,admin,"and when the event(s) were detected by one or more of Classify
and where the Event Category for the event is one of the following Recon
and when the Event Payload contains High","If a high rate flow-based scanning attack is detected, this rule increases the magnitude of the current event.",,,,,,,,,,,,,FALSE,TRUE,,"incSeverity 4
incCredibility 4
incRelevance 4",,Classify,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the event(s) were detected by one or more of Classify
and where the Event Category for the event is one of the following Recon
and when the Event Payload contains High",
Increase Magnitude of Medium Rate Scans,TRUE,FALSE,EVENT,100234,100234,admin,"and when the event(s) were detected by one or more of Classify
and where the Event Category for the event is one of the following Recon
and when the Event Payload contains Med","If a medium rate flow-based scanning attack is detected, this rule increases the magnitude of the current event.",,,,,,,,,,,,,FALSE,TRUE,,"incSeverity 2
incCredibility 2
incRelevance 2",,Classify,,,,,,,,,,,,,,,,,Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the event(s) were detected by one or more of Classify
and where the Event Category for the event is one of the following Recon
and when the Event Payload contains Med",
Input Capture via Key Loggers,TRUE,FALSE,EVENT,101502,101502,ST-Admin,and when an event matches any of the following BB:CategoryDefinition: Key Loggers,"To detect Key Loggers. 
Adversaries can use methods of capturing user input for obtaining credentials for Valid Accounts and information Collection that include keylogging and user input field interception.
Keylogging is the most prevalent type of input capture, with many different ways of intercepting keystrokes, but other methods exist to target information for specific purposes, such as performing a UAC prompt or wrapping the Windows default credential provider. 
Keylogging is likely to be used to acquire credentials for new access opportunities when Credential Dumping efforts are not effective, and may require an adversary to remain passive on a system for a period of time before an opportunity arises.
Adversaries may also install code on externally facing portals, such as a VPN login page, to capture and transmit credentials of users who attempt to log into the service. This variation on input capture may be conducted post-compromise using legitimate administrative access as a backup measure to maintain network access through External Remote Services and Valid Accounts or as part of the initial compromise by exploitation of the externally facing web service.",,,,Input Capture via Key Loggers,TRUE,Contribute,0,,,,FALSE,FALSE,FALSE,TRUE,0,"setSeverity 5
setCredibility 5
setRelevance 5",BB:CategoryDefinition: Key Loggers,,,,,,,,,,BB:CategoryDefinition: Key Loggers,,,,,,,,,,,,,,,,,,,,,BB:CategoryDefinition: Key Loggers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Used,,,,,and when an event matches any of the following BB:CategoryDefinition: Key Loggers,
LLMNR or NBT-NS Poisoning,TRUE,FALSE,EVENT,101510,101510,admin,"and when an event matches any of the following BB:Hanzo: LLMNR_NBT-NS Poisoning Port 137 5355
and when an event matches any of the following BB:Hanzo: LLMNR_NBT-NS Poisoning Registry Changes",To Detect Registry Changes on DNSClient,,,,LLMNR or NBT-NS Poisoning,TRUE,Contribute,0,,,,FALSE,FALSE,FALSE,TRUE,0,"setSeverity 5
setCredibility 5
setRelevance 5","BB:Hanzo: LLMNR_NBT-NS Poisoning Port 137 5355
BB:Hanzo: LLMNR_NBT-NS Poisoning Registry Changes",,,,,,,,,,BB:Hanzo: LLMNR_NBT-NS Poisoning Port 137 5355,,,,,,,,,,,,,,,,,,,,,BB:Hanzo: LLMNR_NBT-NS Poisoning Port 137 5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when an event matches any of the following BB:Hanzo: LLMNR_NBT-NS Poisoning Port 137 5355
and when an event matches any of the following BB:Hanzo: LLMNR_NBT-NS Poisoning Registry Changes",
Large Outbound Transfer High Rate of Transfer,FALSE,FALSE,FLOW,100218,112002,admin,"and when the source bytes is greater than 200000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 10 flows are seen with the same Source IP, Destination Port, Destination IP in 12 minutes",Detects a single host that is sending more data out of the network than received.  This rule detects over 2 MB of data transferred over a 12 minute period.  ,,,,Large Outbound Transfer High Rate of Transfer,TRUE,Contribute,0,,,,FALSE,FALSE,FALSE,TRUE,0,,,,,,,,,,,,,,,,,,Local to Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,greater than 200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,any of the following mostly outbound,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the source bytes is greater than 200000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 10 flows are seen with the same Source IP, Destination Port, Destination IP in 12 minutes",
Large Outbound Transfer High Rate of Transfer,FALSE,FALSE,FLOW,100218,112003,admin,"and when the source bytes is greater than 200000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 10 flows are seen with the same Source IP, Destination Port, Destination IP in 12 minutes",Detects a single host that is sending more data out of the network than received.  This rule detects over 2 MB of data transferred over a 12 minute period.  ,,,,Large Outbound Transfer High Rate of Transfer,TRUE,Contribute,0,,,,FALSE,FALSE,FALSE,TRUE,0,,,,,,,,,,,,,,,,,,Local to Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,greater than 200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,any of the following mostly outbound,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the source bytes is greater than 200000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 10 flows are seen with the same Source IP, Destination Port, Destination IP in 12 minutes",
Large Outbound Transfer High Rate of Transfer,TRUE,FALSE,FLOW,100218,101518,admin,"and when the source bytes is greater than 200000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 10 flows are seen with the same Source IP, Destination Port, Destination IP in 12 minutes",Detects a single host that is sending more data out of the network than received.  This rule detects over 2 MB of data transferred over a 12 minute period.  ,,,,Large Outbound Transfer High Rate of Transfer,TRUE,Contribute,0,,,,FALSE,FALSE,FALSE,TRUE,0,,,,,,,,,,,,,,,,,,Local to Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,greater than 200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,any of the following mostly outbound,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the source bytes is greater than 200000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 10 flows are seen with the same Source IP, Destination Port, Destination IP in 12 minutes",
Large Outbound Transfer Slow Rate of Transfer,FALSE,FALSE,FLOW,100219,112004,admin,"and when the source bytes is greater than 20000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 100 flows are seen with the same Source IP, Destination Port, Destination IP in 120 minutes",Detects a single host that is sending more data out of the network than received.  This rule detects over 2 MB of data transferred over a 2 hour period.  This is fairly slow and could indicated stealthy data leakage.,,,,Large Outbound Transfer Slow Rate of Transfer,TRUE,Contribute,0,,,,FALSE,FALSE,FALSE,TRUE,0,,,,,,,,,,,,,,,,,,Local to Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,greater than 20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,any of the following mostly outbound,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the source bytes is greater than 20000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 100 flows are seen with the same Source IP, Destination Port, Destination IP in 120 minutes",
Large Outbound Transfer Slow Rate of Transfer,FALSE,FALSE,FLOW,100219,112005,admin,"and when the source bytes is greater than 20000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 100 flows are seen with the same Source IP, Destination Port, Destination IP in 120 minutes",Detects a single host that is sending more data out of the network than received.  This rule detects over 2 MB of data transferred over a 2 hour period.  This is fairly slow and could indicated stealthy data leakage.,,,,Large Outbound Transfer Slow Rate of Transfer,TRUE,Contribute,0,,,,FALSE,FALSE,FALSE,TRUE,0,,,,,,,,,,,,,,,,,,Local to Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,greater than 20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,any of the following mostly outbound,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the source bytes is greater than 20000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 100 flows are seen with the same Source IP, Destination Port, Destination IP in 120 minutes",
Large Outbound Transfer Slow Rate of Transfer,TRUE,FALSE,FLOW,100219,101519,admin,"and when the source bytes is greater than 20000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 100 flows are seen with the same Source IP, Destination Port, Destination IP in 120 minutes",Detects a single host that is sending more data out of the network than received.  This rule detects over 2 MB of data transferred over a 2 hour period.  This is fairly slow and could indicated stealthy data leakage.,,,,Large Outbound Transfer Slow Rate of Transfer,TRUE,Contribute,0,,,,FALSE,FALSE,FALSE,TRUE,0,,,,,,,,,,,,,,,,,,Local to Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,greater than 20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,any of the following mostly outbound,,,,,,,,,,,,,,,,,,,Not Used,,,,,"and when the source bytes is greater than 20000
and when the flow context is Local to Remote
and when the flow bias is any of the following mostly outbound
and when at least 100 flows are seen with the same Source IP, Destination Port, Destination IP in 120 minutes",
